title_1|artist_1|album_1|row_number_1|fingerprint|title_2|artist_2|album_2|row_number_2|similarities|score
United Citizen Federation - Starship Troopers (D-Bop's Saturday Nite radio edit)|nan|Starship Troopers (feat. Sarah Brightman)|7933|7345|Starship Troopers (D-Bop's Saturday Nite radio edit)|United Citizeen Federation|Starship Troopers (feat. Sarah Brightman)|14190|[78.99759583384234, 78.99759583384234, 9.474955642025446, 9.474955642025446, 99.97253464300279, 99.97253464300279]|0.9973383973796429
hWeels of FIRE|Saints & Sinners|Saints & Sinners|50|28|Wheels of Fire (Saints & Sinners)|Saints & Sinners|Saints & Sinners|5705|[40.38516730711563, 44.141927056614755, 95.92377960216338, 95.92377960216338, 95.92377960216338, 95.92377960216338]|0.949364728945605
hWeels of FIRE|Saints & Sinners|Saints & Sinners|50|28|006- of Fire|Saints & Sinners|Saints & Sinners (unknown)|11686|[34.55271777500233, 50.9197946157929, 95.92377960216338, 95.92377960216338, 72.90207249764417, 74.82054808968743]|0.6381671186061195
hWeels of FIRE|Saints & Sinners|Saints & Sinners|50|28|Saints & Sinners - Wheels of Fire|nan|Saints & Sinners|17136|[40.38516730711563, 44.141927056614755, 9.474955642025446, 10.828520733743368, 95.92377960216338, 95.92377960216338]|0.8616662870363918
Wheels of Fire (Saints & Sinners)|Saints & Sinners|Saints & Sinners|5705|28|006- of Fire|Saints & Sinners|Saints & Sinners (unknown)|11686|[32.73415368158115, 31.824871634870565, 95.92377960216338, 95.92377960216338, 72.90207249764417, 74.82054808968743]|0.38319449160063584
Wheels of Fire (Saints & Sinners)|Saints & Sinners|Saints & Sinners|5705|28|Whe els of Fire - Saints & Sinners|Saints & Sinners|nan|14873|[92.87348577250805, 87.88028761269578, 95.92377960216338, 95.92377960216338, 9.474955642025446, 10.828520733743368]|0.1623490470965638
Wheels of Fire (Saints & Sinners)|Saints & Sinners|Saints & Sinners|5705|28|Saints & Sinners - Wheels of Fire|nan|Saints & Sinners|17136|[47.9347023341977, 99.86396319624521, 9.474955642025446, 10.828520733743368, 95.92377960216338, 95.92377960216338]|0.9932120056499307
006- of Fire|Saints & Sinners|Saints & Sinners (unknown)|11686|28|Saints & Sinners - Wheels of Fire|nan|Saints & Sinners|17136|[36.3712818684235, 31.824871634870565, 9.474955642025446, 10.828520733743368, 72.90207249764417, 74.82054808968743]|0.19832317664592067
Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|51|2783|Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|5347|[99.92534141916232, 99.92534141916232, 90.92820467105875, 90.92820467105875, 97.76292281438344, 97.76292281438344]|1.0
Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|51|2783|Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|15141|[99.92534141916232, 99.92534141916232, 90.92820467105875, 90.92820467105875, 97.76292281438344, 97.76292281438344]|1.0
Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|51|2783|Laura Harris - Bring Back the Love (Spaced Out dub)|nan|Bring Back the Love|16323|[82.93803337790473, 83.93728679209636, 5.865448730777657, 5.865448730777657, 97.76292281438344, 97.76292281438344]|0.9977199267409774
Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|5347|2783|Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|15141|[99.92534141916232, 99.92534141916232, 90.92820467105875, 90.92820467105875, 97.76292281438344, 97.76292281438344]|1.0
Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|5347|2783|Laura Harris - Bring Back the Love (Spaced Out dub)|nan|Bring Back the Love|16323|[82.93803337790473, 83.93728679209636, 5.865448730777657, 5.865448730777657, 97.76292281438344, 97.76292281438344]|0.9977199267409774
Bring Back the Love (Spaced Out dub)|Laura Harris|Bring Back the Love|15141|2783|Laura Harris - Bring Back the Love (Spaced Out dub)|nan|Bring Back the Love|16323|[82.93803337790473, 83.93728679209636, 5.865448730777657, 5.865448730777657, 97.76292281438344, 97.76292281438344]|0.9977199267409774
Bury Me (demo) - Finch|Finch|nan|53|2175|Bury Me (demo) (Finch)|Finch|Finch|16092|[89.88276206882077, 98.77226600969315, 63.212055882855765, 63.212055882855765, 11.27970909764934, 11.27970909764934]|0.17630492321805497
Bury Me (demo)|Finch|Ficnh|4195|2175|Finch - Bury Me (demo)|nan|Finch|12350|[73.256815115233, 75.13519498998257, 11.27970909764934, 11.27970909764934, 50.56964470628461, 50.56964470628461]|0.5188000490459184
Bury Me (demo)|Finch|Ficnh|4195|2175|Bury Me (demo) (Finch)|Finch|Finch|16092|[73.256815115233, 75.13519498998257, 63.212055882855765, 63.212055882855765, 50.56964470628461, 50.56964470628461]|0.6773905169096285
Finch - Bury Me (demo)|nan|Finch|12350|2175|Bury Me (demo) (Finch)|Finch|Finch|16092|[63.21425024620362, 98.77226600969315, 11.27970909764934, 11.27970909764934, 63.212055882855765, 63.212055882855765]|0.8942858026877275
012-Lullabye|nan|lovetheonlyway (2002)|55|2357|Inner - Lullabye|nan|lovetheonlyway|4543|[58.1940509894776, 62.74046122303054, 45.11883639059736, 45.11883639059736, 75.13519498998257, 79.83114467685648]|0.888486336122026
Jivin' (in a Jump Swing Band)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|56|4407|Jivin' (in a Jump Swing Band) (Kamikaze Mustang Pilot)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|2171|[69.78807116782369, 68.79109872256906, 98.77226600969315, 98.77226600969315, 98.77226600969315, 98.77226600969315]|0.9974604871421081
Jivin' (in a Jump Swing Band)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|56|4407|Kamikaze Mustang Pilot - Jivin' (in a Jump Swing Band)|nan|Kamikaze Mustang Pilot|2237|[69.78807116782369, 68.79109872256906, 7.219013822495578, 7.219013822495578, 98.77226600969315, 98.77226600969315]|0.9918222143371332
Jivin' (in a Jump Swing Band)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|56|4407|003-Jivin' (in a Jump Swing Band)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot (unknown)|2889|[93.71540985393467, 92.71843740868005, 98.77226600969315, 98.77226600969315, 80.00553546785146, 83.95642610823919]|0.9985301128508972
Jivin' (in a Jump Swing Band) (Kamikaze Mustang Pilot)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|2171|4407|Kamikaze Mustang Pilot - Jivin' (in a Jump Swing Band)|nan|Kamikaze Mustang Pilot|2237|[53.9988984268158, 99.99796004965889, 7.219013822495578, 7.219013822495578, 98.77226600969315, 98.77226600969315]|0.9962001476495383
Jivin' (in a Jump Swing Band) (Kamikaze Mustang Pilot)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|2171|4407|003-Jivin' (in a Jump Swing Band)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot (unknown)|2889|[66.90885534148428, 65.91021570952184, 98.77226600969315, 98.77226600969315, 80.00553546785146, 83.95642610823919]|0.9791275055412015
Jivin' (in a Jump Swing Band) (Kamikaze Mustang Pilot)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot|2171|4407|Jivin' (in a Jump Swing Band) - Kamikaze Mustang Pilot|Kamikaze Mustang|nan|8521|[95.99804164767252, 99.99796004965889, 80.57597486581724, 80.57597486581724, 7.219013822495578, 7.219013822495578]|0.19837913374740343
Kamikaze Mustang Pilot - Jivin' (in a Jump Swing Band)|nan|Kamikaze Mustang Pilot|2237|4407|003-Jivin' (in a Jump Swing Band)|Kamikaze Mustang Pilot|Kamikaze Mustang Pilot (unknown)|2889|[68.90613460540919, 65.91021570952184, 7.219013822495578, 7.219013822495578, 80.00553546785146, 83.95642610823919]|0.9411763939049251
Sinkhole - Wreck on the Highway|nan|Groping for Trout|58|6178|010-Wreck on the Highway|Sinkhole|Groping for Trout (1993)|8015|[75.37453922427449, 74.3827689713235, 8.121390550307526, 8.121390550307526, 80.23001859329294, 84.09652551345162]|0.972053384255855
Sinkhole - Wreck on the Highway|nan|Groping for Trout|58|6178|Wreck on the Highway (Groping for Trout)|Sinkhole|Groping for Trot|11861|[55.88635188436744, 62.872145869913375, 8.121390550307526, 8.121390550307526, 93.04606621409849, 93.04606621409849]|0.9607056286845778
Sinkhole - Wreck on the Highway|nan|Groping for Trout|58|6178|Wreck on the Highway|Sinkhole|Groping for Trout|12157|[76.57138016667874, 80.49811761112379, 8.121390550307526, 8.121390550307526, 96.6626730039674, 96.6626730039674]|0.9959353200030401
010-Wreck on the Highway|Sinkhole|Groping for Trout (1993)|8015|6178|Wreck on the Highway (Groping for Trout)|Sinkhole|Groping for Trot|11861|[61.48975568296076, 67.44037720066663, 79.81034820053446, 79.81034820053446, 76.73902368173071, 80.57597486581724]|0.9547156273783283
010-Wreck on the Highway|Sinkhole|Groping for Trout (1993)|8015|6178|Wreck on the Highway|Sinkhole|Groping for Trout|12157|[89.33327686112519, 89.33327686112519, 79.81034820053446, 79.81034820053446, 80.23001859329294, 84.09652551345162]|0.997296587778853
Wreck on the Highway (Groping for Trout)|Sinkhole|Groping for Trot|11861|6178|Wreck on the Highway|Sinkhole|Groping for Trout|12157|[65.77285219445481, 67.73622091667734, 79.81034820053446, 79.81034820053446, 93.04606621409849, 93.04606621409849]|0.9922467786084032
Wreck on the Highway (Groping for Trout)|Sinkhole|Groping for Trot|11861|6178|Wreck on the Highway - Groping for Trout|Sinkhole|nan|15213|[94.96813105034926, 99.96645373720975, 79.81034820053446, 79.81034820053446, 4.96307200296571, 4.96307200296571]|0.15374464256612244
Takin' My Time (Kiss My Amps Live)|Tom Petty and the Heartbreakers|Kiss My Amps Live|61|6563|Takin' My Time|Tom Petty and the Heartbreakers|Kiss My Amps Live|12614|[54.47301636773736, 55.41220630511214, 99.79705693637044, 99.79705693637044, 96.6626730039674, 96.6626730039674]|0.9869470983506282
Sea Breeze (full mix)|Burgo & David Haig|Massive - Rock/Pop|63|33|Sea Breeze (full mix) (Massive - Rock/Pop)|Frank Burgo & David Haig|Massive - Rock/Pop|18245|[65.995296353028, 67.96530519938703, 83.65015986953284, 81.70480731442743, 97.26762775527075, 97.26762775527075]|0.9953844868651028
Introduction et Variations sur une Ronde Populaire - Encore!|Gabriel PiernÃ©|nan|64|34|Introduction et Variations sur une Ronde Populaire|Gabriel PierÃ©n|Encore!|6738|[90.99586860639161, 92.99577780653209, 88.36980264178865, 95.0212931632136, 9.023767278119472, 9.92614400593142]|0.16632573415328084
007-Introduction et Variations sur une Ronde Populaire|Gabriel Pierne|Encore! (1998)|2115|34|Introduction et Variations sur une Ronde Populaire|Gabriel PierÃ©n|Encore!|6738|[95.9956416067428, 95.9956416067428, 84.52709436373038, 90.16223398797908, 50.47800341591237, 53.49161556014594]|0.9668249025965339
Vuelo (Frisvold & LindbÃ¦k mix) (Remix You, Remix Me)|SkatebÃ¥rd|Remix You, Remix Me|66|7586|SkatebÃ¥rd - Vuelo (Frisvold & LindbÃ¦k mix)|nan|Remix You, Remix Me|7372|[63.99035308319389, 71.98914721859312, 6.767825458589604, 8.121390550307526, 97.76292281438344, 97.76292281438344]|0.9896522084258317
Vuelo (Frisvold & LindbÃ¦k mix) (Remix You, Remix Me)|SkatebÃ¥rd|Remix You, Remix Me|66|7586|007-Vuelo (Frisvold & Lindbk mix)|Skatebard|Remix You, Remix Me (2010)|14663|[66.90885534148428, 67.90749497344675, 70.11489338938672, 78.46190450717086, 82.1208551640821, 86.03137207665743]|0.9792883874970852
Vuelo (Frisvold & LindbÃ¦k mix) (Remix You, Remix Me)|SkatebÃ¥rd|Remix You, Remix Me|66|7586|Vuelo (Frisvold & LindbÃ¦k mix)|SkatebÃ¥rd|Remix You, Remix Me|18550|[73.84982213291411, 71.85388099418671, 86.46647167633873, 86.46647167633873, 97.76292281438344, 97.76292281438344]|0.9976714798044524
SkatebÃ¥rd - Vuelo (Frisvold & LindbÃ¦k mix)|nan|Remix You, Remix Me|7372|7586|007-Vuelo (Frisvold & Lindbk mix)|Skatebard|Remix You, Remix Me (2010)|14663|[77.89389129307126, 78.89253092503371, 7.670202186401552, 7.670202186401552, 82.1208551640821, 86.03137207665743]|0.9837408135002182
SkatebÃ¥rd - Vuelo (Frisvold & LindbÃ¦k mix)|nan|Remix You, Remix Me|7372|7586|Vuelo (Frisvold & LindbÃ¦k mix)|SkatebÃ¥rd|Remix You, Remix Me|18550|[82.83155725718746, 84.82749839591487, 6.767825458589604, 8.121390550307526, 97.76292281438344, 97.76292281438344]|0.9978488983257108
007-Vuelo (Frisvold & Lindbk mix)|Skatebard|Remix You, Remix Me (2010)|14663|7586|Vuelo (Frisvold & LindbÃ¦k mix)|SkatebÃ¥rd|Remix You, Remix Me|18550|[90.8153218120971, 92.8112629508245, 70.11489338938672, 78.46190450717086, 82.1208551640821, 86.03137207665743]|0.9981477983222025
Pitch Black (Rotten to the Core)|X-Fusion|Rotten to the Core|69|3371|005-PitchBlack|X-Fusion|Rotten to the Core (2007)|6469|[40.38516730711563, 25.358128309119117, 79.81034820053446, 79.81034820053446, 81.70480731442743, 85.59551242463826]|0.6088763949206673
Pitch Black (Rotten to the Core)|X-Fusion|Rotten to the Core|69|3371|Pitch Black|X-Fusion|RotteXn to the Core|13270|[45.34903892352097, 48.01662944843397, 79.81034820053446, 79.81034820053446, 94.34959892261263, 94.34959892261263]|0.9522560576095185
005-PitchBlack|X-Fusion|Rotten to the Core (2007)|6469|3371|Pitch Black|X-Fusion|RotteXn to the Core|13270|[71.13574733101329, 42.68144839860797, 79.81034820053446, 79.81034820053446, 80.16559670779442, 84.07611362036977]|0.9353268297189544
Sam Cooke - You Send Me|nan|The Greatest Soul Collection|70|9071|You Send Me (The Greatest Soul Collection)|Sam Cooke|The Greatest Soul Collection|2403|[33.65823758468246, 51.477304541279054, 7.670202186401552, 7.670202186401552, 99.63021362835171, 99.63021362835171]|0.9032766101351193
Sam Cooke - You Send Me|nan|The Greatest Soul Collection|70|9071|You Send Me|Sam Cooke|The Greatest Soul Collection|17590|[57.79779470644829, 61.35458207299896, 7.670202186401552, 7.670202186401552, 99.63021362835171, 99.63021362835171]|0.9807223253792249
You Send Me (The Greatest Soul Collection)|Sam Cooke|The Greatest Soul Collection|2403|9071|You Send Me|Sam Cooke|The Greatest Soul Collection|17590|[37.34626734878198, 38.23546419041964, 83.47011117784135, 83.47011117784135, 99.63021362835171, 99.63021362835171]|0.9387735986401773
Domenico Modugno - La distania es como el viento|nan|RomÃ¡nticos Inolvidables Vol 2|71|37|La distancia es como el viento|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|8360|[73.81657233892669, 75.81161483457336, 9.474955642025446, 9.474955642025446, 99.75212478233337, 99.75212478233337]|0.9958688642454213
Domenico Modugno - La distania es como el viento|nan|RomÃ¡nticos Inolvidables Vol 2|71|37|012-La distancia es como el viento|Domenico Modugno|Romanticos Inolvidables Vol 2 (unknown)|15416|[72.91869441420732, 71.91980818935517, 9.474955642025446, 9.474955642025446, 80.79922107369002, 85.7868273128067]|0.9690370131180511
Domenico Modugno - La distania es como el viento|nan|RomÃ¡nticos Inolvidables Vol 2|71|37|La distancia es como el viento (RomÃ¡nticos Inolvidables Vol 2)|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|17390|[51.99647810570247, 64.9955976321281, 9.474955642025446, 9.474955642025446, 99.75212478233337, 99.75212478233337]|0.979337849665413
La distancia es como el viento|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|8360|37|012-La distancia es como el viento|Domenico Modugno|Romanticos Inolvidables Vol 2 (unknown)|15416|[93.76699729539337, 93.76699729539337, 95.92377960216338, 95.92377960216338, 80.79922107369002, 85.7868273128067]|0.9987478824008638
La distancia es como el viento|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|8360|37|La distancia es como el viento (RomÃ¡nticos Inolvidables Vol 2)|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|17390|[64.83888110851669, 66.83392360416336, 95.92377960216338, 95.92377960216338, 99.75212478233337, 99.75212478233337]|0.9966636314147617
La distancia es como el viento - RomÃ¡nticos Inolvidables Vol 2|Domenico Modugno|nan|13213|37|La distancia es como el viento (RomÃ¡nticos Inolvidables Vol 2)|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|17390|[96.9996729145223, 99.99966279847658, 95.92377960216338, 95.92377960216338, 5.414260366871684, 8.572578914213498]|0.23552964858082506
012-La distancia es como el viento|Domenico Modugno|Romanticos Inolvidables Vol 2 (unknown)|15416|37|La distancia es como el viento (RomÃ¡nticos Inolvidables Vol 2)|Domenico Modugno|RomÃ¡nticos Inolvidables Vol 2|17390|[61.930945940833624, 68.92314951479871, 95.92377960216338, 95.92377960216338, 80.79922107369002, 85.7868273128067]|0.9792923004679683
Eleven Wheel Drive (full mix) - Funk|Stephan Sechi|nan|18081|9318|067-Eleven Wheel Drive (full mix)|Stephan Sechi|Funk (unknown)|18442|[83.88572908484598, 85.88300834877089, 92.57264217856661, 92.57264217856661, 10.828520733743368, 12.182085825461288]|0.1107261686440947
'Pines of Rome' - The Pines of the Villa Borghese (Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995)|Ottorino Respighi|Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995|75|39|Ottorino Respighi - 'Pines of Rome' - The Pines of the Villa BorghesRe|nan|Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995|17990|[51.999956760506606, 66.99994428757581, 4.511883639059736, 4.511883639059736, 99.99993192018655, 99.99993192018655]|0.980585433120004
Ten Million Teardrops|Jason McCoy|Honky Tonk Sonatas|76|3713|Ten Million Teardrops (Honky Tonk Sonatas)|Jason McCoy|Honky Tonk Sonatas|4701|[65.995296353028, 67.96530519938703, 88.9196841637666, 88.9196841637666, 97.26762775527075, 97.26762775527075]|0.9957320483130266
Ten Million Teardrops|Jason McCoy|Honky Tonk Sonatas|76|3713|004-Ten Million Teardrops|Jason McCoy|Honky Tonk Sonatas (2001)|7135|[89.63540250933653, 89.63540250933653, 88.9196841637666, 88.9196841637666, 81.70480731442743, 85.59551242463826]|0.9980145879362708
Ten Million Teardrops|Jason McCoy|Honky Tonk Sonatas|76|3713|Jason McCoy - Ten Million Teardrops|nan|Honky Tnok Sonatas|9177|[73.87533173846417, 76.83034500800274, 13.084462553273235, 13.084462553273235, 91.4315700899545, 91.4315700899545]|0.9907738371136633
Ten Million Teardrops (Honky Tonk Sonatas)|Jason McCoy|Honky Tonk Sonatas|4701|3713|004-Ten Million Teardrops|Jason McCoy|Honky Tonk Sonatas (2001)|7135|[62.57550933905762, 67.54181960406218, 88.9196841637666, 88.9196841637666, 81.70480731442743, 85.59551242463826]|0.9774611826845852
Ten Million Teardrops (Honky Tonk Sonatas)|Jason McCoy|Honky Tonk Sonatas|4701|3713|Jason McCoy - Ten Million Teardrops|nan|Honky Tnok Sonatas|9177|[54.949846491894505, 67.9379920263423, 13.084462553273235, 13.084462553273235, 91.4315700899545, 91.4315700899545]|0.9640880687485688
Ten Million Teardrops (Honky Tonk Sonatas)|Jason McCoy|Honky Tonk Sonatas|4701|3713|Ten Million Teardrops - Honky Tonk Sonatas|Jason McCoy|nan|14698|[94.97863760420302, 99.97751326758213, 88.9196841637666, 88.9196841637666, 8.572578914213498, 13.084462553273235]|0.2785736851767906
004-Ten Million Teardrops|Jason McCoy|Honky Tonk Sonatas (2001)|7135|3713|Jason McCoy - Ten Million Teardrops|nan|Honky Tnok Sonatas|9177|[72.50812986906676, 75.4879160280695, 13.084462553273235, 13.084462553273235, 76.84142592666389, 80.73213103687472]|0.9591609862693974
Who Dat Girl (Promise Land club mix)|Flo Rida feat. Akon|Dat Girl|77|9109|Flo Rida feat. Akon - Who Dat Girl (Promise Land club mix)|nan|Who Dat Girl|17659|[76.94251289275499, 77.94176630694662, 8.121390550307526, 8.572578914213498, 63.84827856042757, 63.84827856042757]|0.859490582422009
